gene_id,n_celltypes_trending,dominant_direction,n_consistent,mean_slope,mean_abs_spearman
ENSG00000109906,15,decreasing,15,-0.008660105747533212,0.9382362339449842
ENSG00000129636,15,decreasing,11,-0.010883557783243967,0.9361468211238784
ENSG00000139083,15,decreasing,11,-0.006914860914005073,0.9361468211238784
ENSG00000080503,15,decreasing,15,-0.008950990958552134,0.9348151204816852
ENSG00000134480,15,decreasing,14,-0.0027192786028947735,0.9327257076605793
ENSG00000068796,15,decreasing,15,-0.013425187880030767,0.9306362948394733
ENSG00000167081,15,decreasing,14,-0.008677379738179147,0.9293045941972803
ENSG00000119326,15,decreasing,14,-0.021442345095804918,0.9272151813761743
ENSG00000197442,15,decreasing,15,-0.0256505656944676,0.9258834807339813
ENSG00000073711,15,decreasing,15,-0.006850635813793107,0.9258834807339812
ENSG00000111684,15,decreasing,14,-0.05527694703164495,0.925883480733981
ENSG00000133943,15,decreasing,15,-0.006512760759705507,0.9224623672706821
ENSG00000132680,14,decreasing,9,-0.005095540759431858,0.9904303859846028
ENSG00000066855,14,decreasing,14,-0.03156573090188514,0.9830994285632476
ENSG00000143924,14,decreasing,14,-0.0057964746964432575,0.9721029924312149
ENSG00000015153,14,decreasing,14,-0.012392188740439179,0.9661988571264953
ENSG00000101901,14,decreasing,10,-0.012352469804667757,0.9661988571264953
ENSG00000105402,14,decreasing,14,-0.01610158069027573,0.9661988571264953
ENSG00000144283,14,decreasing,13,-0.01674552462098462,0.9661988571264953
ENSG00000164808,14,decreasing,13,-0.046406780870024374,0.9661988571264953
ENSG00000119402,14,decreasing,13,-0.0037986098077873566,0.9639602005324532
ENSG00000011295,14,decreasing,12,-0.05092822160257717,0.9625333784158178
ENSG00000103489,14,decreasing,14,-0.0058211216098401,0.9625333784158178
ENSG00000164327,14,decreasing,14,-0.008585754771502299,0.9625333784158178
ENSG00000266094,14,decreasing,14,-0.011043850122636634,0.9625333784158178
ENSG00000115904,14,decreasing,14,-0.028950035166214128,0.9602947218217758
ENSG00000012660,14,decreasing,13,-0.018472933163751752,0.9602947218217757
ENSG00000197579,14,decreasing,12,-0.022512369529547407,0.9588678997051403
ENSG00000080189,14,decreasing,14,-0.017419960786903572,0.9588678997051401
ENSG00000050344,14,decreasing,12,-0.004070684433350307,0.9566292431110981
ENSG00000146285,14,decreasing,14,-0.008531245383840442,0.956629243111098
ENSG00000183054,14,decreasing,12,-0.011583770971840785,0.9552024209944626
ENSG00000042445,14,decreasing,12,-0.0065504521846827,0.9543905865170561
ENSG00000146776,14,decreasing,13,-0.029402322478108922,0.9543905865170561
ENSG00000187109,14,decreasing,13,-0.007168922865651678,0.9543905865170561
ENSG00000005249,14,decreasing,11,0.00212204189749085,0.9529637644004206
ENSG00000085721,14,decreasing,14,-0.004191527648844008,0.9529637644004206
ENSG00000137575,14,decreasing,13,-0.00973063315808803,0.9529637644004206
ENSG00000155975,14,decreasing,14,-0.007640268361311786,0.9529637644004206
ENSG00000073614,14,decreasing,13,-0.02366640954462475,0.9529637644004205
ENSG00000101265,14,decreasing,14,-0.005611208067834414,0.9529637644004205
ENSG00000175471,14,decreasing,14,-0.017819342309999615,0.9529637644004205
ENSG00000185753,14,decreasing,13,-0.020856639634420675,0.9529637644004205
ENSG00000008294,14,decreasing,13,-0.015534183228991786,0.9507251078063784
ENSG00000065675,14,decreasing,14,-0.00971970744681345,0.9507251078063784
ENSG00000101558,14,decreasing,11,-0.04107970612134493,0.9507251078063784
ENSG00000072736,14,decreasing,14,-0.011754768434044565,0.9507251078063783
ENSG00000075426,14,decreasing,13,-0.008410800165468437,0.9507251078063783
ENSG00000173120,14,decreasing,13,-0.008321019528612464,0.9507251078063783
ENSG00000186635,14,decreasing,12,-0.011712589300862636,0.9507251078063783
ENSG00000260729,14,decreasing,13,-0.01852439478678956,0.9492982856897431
ENSG00000198682,14,decreasing,14,-0.02099158076090885,0.9484864512123362
ENSG00000087157,14,decreasing,10,0.003357377774091429,0.947059629095701
ENSG00000086189,14,decreasing,14,-0.0060614035113571215,0.9470596290957009
ENSG00000125970,14,decreasing,13,-0.003751292701296543,0.9470596290957006
ENSG00000107554,14,decreasing,13,-0.03955185388256297,0.9456328069790654
ENSG00000166501,14,decreasing,13,-0.0070287626806805,0.9456328069790653
ENSG00000159023,14,decreasing,11,-0.006096233934363435,0.9448209725016589
ENSG00000004866,14,decreasing,12,-0.003427394693862907,0.9433941503850233
ENSG00000122484,14,decreasing,13,-0.015325415210934,0.9433941503850233
ENSG00000126457,14,decreasing,14,-0.008184793137408672,0.9419673282683879
ENSG00000063046,14,decreasing,12,-0.007036871543002093,0.9411554937909813
ENSG00000116406,14,decreasing,14,-0.004006469449687357,0.9411554937909813
ENSG00000186645,14,decreasing,12,-0.01004897247268595,0.9411554937909813
ENSG00000082898,14,decreasing,13,-0.008019248999500472,0.9411554937909811
ENSG00000198585,14,decreasing,14,-0.04317645615701841,0.9397286716743458
ENSG00000006451,14,decreasing,14,-0.004796977146889772,0.9397286716743457
ENSG00000155100,14,decreasing,14,-0.006585993454151528,0.9374900150803037
ENSG00000230124,14,decreasing,14,-0.019598567679201134,0.9374900150803036
ENSG00000116786,14,decreasing,14,-0.006503650368502186,0.9360631929636682
ENSG00000121964,14,decreasing,14,-0.007083097936620872,0.9360631929636681
ENSG00000027075,14,decreasing,13,-0.012277237960202378,0.9352513584862615
ENSG00000180957,14,decreasing,7,0.004323055271270557,0.9352513584862615
ENSG00000101493,14,decreasing,13,-0.0012654848489053068,0.9338245363696261
ENSG00000135049,14,decreasing,13,-0.021483590905245376,0.9338245363696261
ENSG00000176658,14,decreasing,12,-0.011748225675861016,0.9338245363696261
ENSG00000196405,14,decreasing,14,-0.006955162233894215,0.9338245363696261
ENSG00000115183,14,decreasing,14,-0.0065886604101055785,0.9338245363696259
ENSG00000160563,14,decreasing,14,-0.014861624469935735,0.9338245363696259
ENSG00000145216,14,decreasing,13,-0.00405614302232035,0.9279204010649064
ENSG00000127152,14,decreasing,13,-0.003559877326463471,0.9242549223542289
ENSG00000135838,14,decreasing,13,0.003233667100943845,0.9242549223542287
ENSG00000262633,14,decreasing,14,-0.010727569765427472,0.9242549223542287
ENSG00000131374,14,decreasing,14,-0.00416583108984055,0.9220162657601868
ENSG00000109220,14,decreasing,12,-0.007628589275477293,0.9220162657601867
ENSG00000023445,13,decreasing,9,-0.01781647185430973,0.9960525613885012
ENSG00000129128,13,decreasing,9,-0.00045539730243174633,0.9921051227770021
ENSG00000124795,13,decreasing,11,-0.013320890025027378,0.9857468232180733
ENSG00000104388,13,decreasing,8,0.0014763357752467998,0.9793885236591445
ENSG00000134852,13,decreasing,11,-0.0020602841589428536,0.9778519459950755
ENSG00000158161,13,increasing,8,0.013464693591889655,0.9754410850476455
ENSG00000185808,13,decreasing,11,-0.03594459557773733,0.9754410850476455
ENSG00000100422,13,decreasing,12,-0.004941144234913123,0.9739045073835764
ENSG00000271949,13,decreasing,9,-0.04088489345922344,0.9714936464361467
ENSG00000163960,13,decreasing,11,0.0005090013012443845,0.9699570687720779
ENSG00000104972,13,decreasing,10,-0.011322265395377777,0.9699570687720775
ENSG00000125741,13,decreasing,13,-0.04851362204694541,0.9675462078246478
ENSG00000167635,13,decreasing,12,-0.05773499354248456,0.9675462078246476
ENSG00000143641,13,decreasing,10,-0.003830715117258402,0.9635987692131488
ENSG00000272391,13,decreasing,11,-0.011577533232313923,0.9635987692131488
ENSG00000138593,13,decreasing,12,-0.009250202506267853,0.9611879082657189
ENSG00000273899,13,decreasing,9,-0.0020223588553836,0.9611879082657189
ENSG00000037757,13,decreasing,7,0.03304106099669672,0.9611879082657188
ENSG00000064393,13,decreasing,11,-0.009725122568038393,0.9611879082657188
ENSG00000102755,13,decreasing,10,-0.0011007086864450078,0.9611879082657188
ENSG00000134242,13,decreasing,9,-0.008114754139824277,0.9611879082657188
ENSG00000197535,13,decreasing,12,-0.02372270384027956,0.9611879082657188
ENSG00000048405,13,decreasing,12,-0.023696916626985306,0.9596513306016499
ENSG00000168710,13,decreasing,10,-0.008144800299040923,0.9596513306016499
ENSG00000184939,13,decreasing,13,-0.004470598902909116,0.9596513306016499
ENSG00000177030,13,decreasing,10,-0.012450659446795392,0.95724046965422
ENSG00000173660,13,decreasing,13,-0.006526793992367377,0.9572404696542199
ENSG00000177556,13,decreasing,12,-0.004537662677414947,0.9572404696542199
ENSG00000198707,13,decreasing,9,-0.0026213828727465844,0.9572404696542199
ENSG00000270181,13,decreasing,10,-0.008468704783873184,0.9572404696542199
ENSG00000166135,13,decreasing,10,-0.005847646043957869,0.9572404696542198
ENSG00000196757,13,decreasing,11,-0.001484980458119377,0.9572404696542198
ENSG00000183513,13,decreasing,13,-0.017287065987758362,0.955703891990151
ENSG00000126821,13,decreasing,13,-0.010989072755993683,0.9557038919901508
ENSG00000149187,13,decreasing,11,-0.00868023159079203,0.95482960870679
ENSG00000244754,13,decreasing,11,-0.009652918535256608,0.95482960870679
ENSG00000052841,13,decreasing,10,-0.016595690075768284,0.953293031042721
ENSG00000085760,13,decreasing,12,-0.018316148654471145,0.953293031042721
ENSG00000111667,13,decreasing,13,-0.010100358634846509,0.953293031042721
ENSG00000171316,13,decreasing,13,-0.020770600151395178,0.953293031042721
ENSG00000068650,13,decreasing,10,0.011902931371447822,0.9532930310427209
ENSG00000139620,13,decreasing,13,-0.013687416338070678,0.9532930310427209
ENSG00000181090,13,decreasing,13,-0.009444320162645516,0.9532930310427209
ENSG00000186591,13,decreasing,11,-0.003913731910764316,0.9532930310427209
ENSG00000023171,13,decreasing,12,-0.005912616976685916,0.9508821700952912
ENSG00000025800,13,decreasing,11,-0.006757811709000754,0.950882170095291
ENSG00000028528,13,decreasing,9,0.0057204548919399766,0.950882170095291
ENSG00000115604,13,decreasing,12,-0.015307269199284686,0.950882170095291
ENSG00000173276,13,decreasing,12,-0.007058050753949977,0.950882170095291
ENSG00000198821,13,increasing,10,0.020186774212158063,0.950882170095291
ENSG00000103522,13,decreasing,11,-0.0008335816053898386,0.9493455924312221
ENSG00000124788,13,decreasing,12,0.008727180604095037,0.9493455924312221
ENSG00000134333,13,decreasing,12,-0.003560780808264354,0.9493455924312221
ENSG00000167523,13,decreasing,13,-0.011586642044170231,0.9493455924312221
ENSG00000145088,13,decreasing,13,-0.009613591274044516,0.9469347314837921
ENSG00000160584,13,decreasing,10,-0.0035298019480978927,0.9469347314837921
ENSG00000136758,13,decreasing,9,-0.001581956287052469,0.946934731483792
ENSG00000143442,13,decreasing,9,-0.011786558935296247,0.946934731483792
ENSG00000163602,13,decreasing,12,0.003958973495492992,0.946934731483792
ENSG00000181222,13,decreasing,13,-0.006706549771361785,0.946934731483792
ENSG00000145495,13,decreasing,12,-0.010676886738441945,0.9453981538197233
ENSG00000254413,13,decreasing,13,-0.004975359678243614,0.9453981538197233
ENSG00000179981,13,decreasing,13,-0.018374886302536163,0.9429872928722933
ENSG00000101665,13,decreasing,13,-0.0203849333521865,0.9429872928722932
ENSG00000104450,13,decreasing,11,-0.0021063881954553076,0.9429872928722932
ENSG00000163947,13,decreasing,13,-0.00929249146246557,0.9429872928722932
ENSG00000135605,13,decreasing,12,-0.010228450298496393,0.942987292872293
ENSG00000196821,13,decreasing,12,-0.009472058832043877,0.942987292872293
ENSG00000083642,13,decreasing,12,3.959397993151454e-05,0.9405764319248633
ENSG00000163785,13,decreasing,12,-0.008814763013625916,0.9405764319248633
ENSG00000227345,13,decreasing,10,0.005025303363420761,0.9405764319248633
ENSG00000055609,13,decreasing,12,-0.006560317254923292,0.9390398542607943
ENSG00000106049,13,decreasing,11,-0.0025119716972672543,0.9390398542607943
ENSG00000129003,13,decreasing,13,-0.008388202413157308,0.9390398542607943
ENSG00000011198,13,decreasing,13,-0.007510950510857854,0.9390398542607942
ENSG00000074266,13,decreasing,13,-0.02162296065702203,0.9390398542607942
ENSG00000128989,13,decreasing,13,-0.010515885071516368,0.9390398542607942
ENSG00000168214,13,decreasing,13,-0.02149710381426249,0.9390398542607942
ENSG00000023287,13,decreasing,11,-0.02207591448901667,0.9366289933133645
ENSG00000081913,13,decreasing,12,-0.0072578349345755085,0.9366289933133645
ENSG00000169826,13,decreasing,13,-0.0036366009074144767,0.9366289933133645
ENSG00000198961,13,decreasing,10,-0.005959383258369622,0.9366289933133645
ENSG00000110395,13,decreasing,13,-0.017134294945294032,0.9366289933133642
ENSG00000183020,13,decreasing,13,-0.002537151549089793,0.9350924156492955
ENSG00000078081,13,decreasing,12,-0.012773325314497201,0.9350924156492953
ENSG00000059377,13,decreasing,11,-0.002525423476266792,0.9326815547018655
ENSG00000151576,13,decreasing,13,-0.024345708982476656,0.9326815547018654
ENSG00000168883,13,decreasing,13,-0.02863334518367474,0.9326815547018654
ENSG00000075711,13,decreasing,12,-0.020362488943936163,0.9326815547018653
ENSG00000129353,13,decreasing,13,-0.009417239866790992,0.9326815547018653
ENSG00000106617,13,decreasing,13,-0.0034741847690309075,0.9311449770377964
ENSG00000137073,13,decreasing,12,-0.0021652351323094,0.9311449770377964
ENSG00000197694,13,decreasing,12,0.00013194217272481583,0.9302706937544356
ENSG00000010270,13,decreasing,11,-0.00048219448185803825,0.9302706937544355
ENSG00000038382,13,decreasing,10,-0.009837927610051124,0.9302706937544355
ENSG00000141425,13,decreasing,10,-0.019277161325148177,0.9302706937544355
ENSG00000168172,13,decreasing,10,-0.0012465930904569079,0.9302706937544355
ENSG00000017260,13,decreasing,12,-0.0051048527738621,0.9287341160903666
ENSG00000143158,13,decreasing,12,-0.0034802125672997552,0.9287341160903664
ENSG00000110934,13,decreasing,11,-0.0002482383854447692,0.9278598328070056
ENSG00000115419,13,decreasing,12,-0.0070610575271768386,0.9278598328070056
ENSG00000177917,13,decreasing,13,-0.017443951874024793,0.9271975384262976
ENSG00000078967,13,decreasing,13,-0.011499012177276585,0.9263232551429367
ENSG00000170759,13,decreasing,13,-0.0053766238722985854,0.9223758165314379
ENSG00000106803,13,decreasing,13,-0.03171642344605452,0.9223758165314376
ENSG00000076108,13,decreasing,12,-0.021646808374672324,0.9199649555840078
ENSG00000111885,13,decreasing,12,-0.01047435361019767,0.9199649555840076
ENSG00000030066,13,decreasing,13,-0.012293035855073808,0.9184283779199388
ENSG00000142864,12,decreasing,12,-0.044650675342461886,0.9914472163417525
ENSG00000067182,12,decreasing,12,-0.030205580483482857,0.984559058486246
ENSG00000110756,12,decreasing,11,-0.010704829870168117,0.984559058486246
ENSG00000106785,12,decreasing,9,-0.007874669255415625,0.9802826666571223
ENSG00000114796,12,decreasing,9,-0.0031987988440485,0.9802826666571223
ENSG00000179094,12,decreasing,9,-0.011767174632764991,0.9802826666571223
ENSG00000155380,12,decreasing,12,-0.05055697119796102,0.9776709006307399
ENSG00000139697,12,decreasing,11,-0.011299366054219448,0.9760062748279985
ENSG00000069020,12,decreasing,10,-0.03140148729970068,0.9733945088016159
ENSG00000133065,12,increasing,6,0.006373327398446875,0.9733945088016159
ENSG00000221978,12,decreasing,11,-0.05448427428844321,0.9733945088016159
ENSG00000135269,12,decreasing,9,-0.0246071890486958,0.9717298829988747
ENSG00000167632,12,decreasing,11,-0.011849338541102332,0.9717298829988744
ENSG00000185864,12,decreasing,10,-0.0177434415204868,0.9691181169724922
ENSG00000089094,12,decreasing,11,-0.008937553383129708,0.9691181169724921
ENSG00000102531,12,decreasing,11,-0.012569935406173793,0.9691181169724921
ENSG00000109861,12,decreasing,7,-0.0036981997595103423,0.9691181169724921
ENSG00000132424,12,decreasing,12,-0.03339522693043482,0.9691181169724921
ENSG00000133114,12,increasing,8,0.005162011699027725,0.9691181169724921
ENSG00000115963,12,decreasing,12,-0.009015592791525608,0.967453491169751
ENSG00000115525,12,decreasing,12,-0.050183142186203324,0.9674534911697507
ENSG00000078043,12,decreasing,12,-0.07036458302738029,0.9665063509461098
ENSG00000109670,12,decreasing,9,0.012246024744236592,0.9665063509461098
ENSG00000285547,12,decreasing,10,-0.04118274072884268,0.9665063509461097
ENSG00000265491,12,decreasing,7,0.003709772789186666,0.9648417251433684
ENSG00000105656,12,decreasing,9,-0.003697533865741292,0.9648417251433683
ENSG00000109787,12,decreasing,11,-0.024734513277482894,0.9648417251433683
ENSG00000165487,12,decreasing,9,-0.0027012881540235665,0.9648417251433683
ENSG00000182473,12,decreasing,12,-0.010913796938258,0.9631770993406271
ENSG00000109180,12,decreasing,12,-0.03383635371366169,0.9631770993406269
ENSG00000165406,12,decreasing,12,-0.006607920909362925,0.9631770993406269
ENSG00000001630,12,increasing,6,-0.0005599015606694418,0.962229959116986
ENSG00000088808,12,decreasing,7,-0.0006324542225901248,0.962229959116986
ENSG00000101577,12,decreasing,10,-0.00818521641502025,0.962229959116986
ENSG00000152818,12,decreasing,12,-0.005429843541292216,0.962229959116986
ENSG00000171612,12,decreasing,9,-0.013093615780246407,0.962229959116986
ENSG00000108582,12,decreasing,9,0.00038442704898849177,0.9605653333142445
ENSG00000135976,12,decreasing,10,-0.0018503839742572753,0.9605653333142445
ENSG00000162980,12,decreasing,12,-0.02991851075615269,0.9605653333142445
ENSG00000164934,12,decreasing,12,-0.005610258172799867,0.9605653333142445
ENSG00000184110,12,decreasing,10,-0.00733184206902825,0.9605653333142445
ENSG00000184384,12,decreasing,11,-0.005511945279460883,0.9605653333142445
ENSG00000196428,12,decreasing,12,-0.006371462597819966,0.9605653333142445
ENSG00000117620,12,decreasing,10,-0.017449654045655016,0.9605653333142444
ENSG00000138768,12,decreasing,11,-0.007247667962177515,0.9605653333142444
ENSG00000147174,12,decreasing,10,0.008440675363079034,0.9605653333142444
ENSG00000121892,12,decreasing,8,0.03088347199776467,0.9579535672878622
ENSG00000123983,12,decreasing,7,0.0015094163380817082,0.9579535672878622
ENSG00000139218,12,decreasing,6,0.01017509418067969,0.9579535672878622
ENSG00000075539,12,decreasing,11,-0.008267883822761942,0.957953567287862
ENSG00000078699,12,decreasing,8,-4.946842372550845e-05,0.957953567287862
ENSG00000115112,12,decreasing,12,-0.039960448772812435,0.957953567287862
ENSG00000131323,12,decreasing,11,-0.006095177991765674,0.957953567287862
ENSG00000143614,12,decreasing,11,-0.007834456694894633,0.957953567287862
ENSG00000163605,12,increasing,6,0.006762771851748699,0.957953567287862
ENSG00000123552,12,decreasing,12,-0.012384615383061801,0.9562889414851208
ENSG00000048740,12,decreasing,12,-0.008506879362956165,0.9562889414851207
ENSG00000120162,12,decreasing,11,-0.004148713322931208,0.9562889414851207
ENSG00000123095,12,decreasing,9,-0.015153010114461981,0.9562889414851207
ENSG00000145675,12,decreasing,12,-0.004592833410227075,0.9562889414851204
ENSG00000131389,12,decreasing,9,-0.0017035446321080918,0.9536771754587384
ENSG00000058668,12,decreasing,10,-0.0031232586701270414,0.9536771754587382
ENSG00000090273,12,decreasing,11,-0.005042787472610759,0.9536771754587382
ENSG00000115816,12,decreasing,8,-0.008100102405742408,0.9536771754587382
ENSG00000122068,12,decreasing,12,-0.015684847142216317,0.9536771754587382
ENSG00000132952,12,decreasing,12,-0.013393442031951074,0.9536771754587382
ENSG00000156304,12,decreasing,9,0.010355207939260876,0.9536771754587382
ENSG00000159322,12,decreasing,12,-0.02120093107645363,0.9536771754587382
ENSG00000166272,12,decreasing,10,-0.013331094494190107,0.9536771754587382
ENSG00000183354,12,decreasing,10,-0.011748968159300049,0.9536771754587382
ENSG00000205323,12,decreasing,7,-0.0017206283856250587,0.9536771754587382
ENSG00000256087,12,decreasing,9,-0.03619437768849137,0.9536771754587382
ENSG00000128791,12,decreasing,10,0.010217312204685408,0.9536771754587381
ENSG00000107036,12,decreasing,12,-0.003408416462236833,0.952012549655997
ENSG00000181027,12,decreasing,12,-0.011620199383288217,0.952012549655997
ENSG00000070731,12,decreasing,12,-0.007909917002875133,0.9520125496559967
ENSG00000103148,12,decreasing,12,-0.018540863883138192,0.9520125496559967
ENSG00000034152,12,decreasing,10,-0.00535983215247425,0.9510654094323558
ENSG00000111596,12,decreasing,10,-0.013908697021057516,0.9510654094323558
ENSG00000163694,12,decreasing,9,-0.004304324457222001,0.9510654094323558
ENSG00000174606,12,decreasing,9,0.006002184301667143,0.9510654094323558
ENSG00000185651,12,decreasing,11,-0.012255445167513049,0.9510654094323558
ENSG00000032389,12,decreasing,9,0.0005889334363977333,0.9494007836296144
ENSG00000081181,12,decreasing,12,-0.004657029686468983,0.9494007836296144
ENSG00000099622,12,decreasing,11,-0.02190813484406899,0.9494007836296144
ENSG00000137776,12,decreasing,12,-0.01145217574620566,0.9494007836296144
ENSG00000140374,12,decreasing,12,-0.008641420605045292,0.9494007836296144
ENSG00000135040,12,decreasing,10,-0.0034526965663875006,0.9494007836296143
ENSG00000154930,12,decreasing,11,-0.0032036366564780327,0.9494007836296143
ENSG00000158467,12,decreasing,10,-0.0030646823345863495,0.9494007836296143
ENSG00000160551,12,decreasing,9,0.0008909241832964332,0.9494007836296143
ENSG00000166825,12,decreasing,12,-0.004257526164614692,0.9494007836296143
ENSG00000138119,12,decreasing,10,0.003711109524887677,0.9467890176032321
ENSG00000156504,12,decreasing,10,0.0022477142737393,0.9467890176032321
ENSG00000169756,12,decreasing,12,-0.03754063589089952,0.9467890176032321
ENSG00000176142,12,decreasing,11,-0.005685826352881608,0.9467890176032321
ENSG00000178996,12,decreasing,8,-0.0009452860820289502,0.9467890176032321
ENSG00000078369,12,decreasing,10,-0.015357190948915031,0.946789017603232
ENSG00000100034,12,decreasing,11,-0.0020148031317080584,0.946789017603232
ENSG00000140575,12,decreasing,9,0.0010949889980417752,0.946789017603232
ENSG00000173744,12,decreasing,9,-0.0099551346389058,0.946789017603232
ENSG00000198380,12,decreasing,9,-0.0012591288112168916,0.946789017603232
ENSG00000163644,12,decreasing,9,-0.005157914937105708,0.9451243918004907
